item_db[501,"name"] = "Poção Vermelha"
item_db[2835,"name"] = "Anel Crítico Aprimorado"
item_db[2843,"name"] = "Colar com Sino Dourado"
item_db[2844,"name"] = "Luz de El Dicastes"
item_db[2853,"name"] = "Anel da Telecinese"
item_db[2854,"name"] = "Luvas do Alquimista"
item_db[2855,"name"] = "Rabo de Gato Preto"
item_db[2858,"name"] = "Pingente do Guarda"
item_db[2859,"name"] = "Orbe do Açoite de Ouro"
item_db[2860,"name"] = "Orbe Aquática"
item_db[2861,"name"] = "Orbe Vermelha"
item_db[2862,"name"] = "Orbe Florestal"
item_db[2864,"name"] = "Luz da Cura"
item_db[2865,"name"] = "Selo da Catedral"
item_db[2866,"name"] = "Anel do Arcebispo"
item_db[2871,"name"] = "Emblema Oficial Brasileiro"
item_db[2872,"name"] = "Certificado de Honra G"
item_db[2873,"name"] = "Luva de Pata de Gato"
item_db[2874,"name"] = "Chifre de Búfalo"
item_db[2881,"name"] = "Colar de Orleans"
item_db[2883,"name"] = "Selo de Ur"
item_db[2884,"name"] = "Selo de Peuz"
item_db[2886,"name"] = "Anel dos Manuks"
item_db[2887,"name"] = "Anel de Nab"
item_db[2888,"name"] = "Mochila de Estudante"
item_db[2890,"name"] = "Broche das Asas da Luz"
item_db[2891,"name"] = "Broche das Asas das Sombras"
item_db[2892,"name"] = "Manoplas de Sicário"
item_db[2894,"name"] = "Luva de Shura"
item_db[2898,"name"] = "Rosário Preto"
item_db[2899,"name"] = "Amplificador de Som"
item_db[2904,"name"] = "Naqsh"
item_db[2906,"name"] = "Manopla do Mineiro Sortudo"
item_db[2907,"name"] = "Tatuagem Amuleto de Buwaya"
item_db[2910,"name"] = "Tatuagem Amuleto de Bakonawa"
item_db[2911,"name"] = "Tatuagem Amuleto de Bangungot"
item_db[2913,"name"] = "Algemas de Presidiário"
item_db[2914,"name"] = "Bênção de Mimir"
item_db[2915,"name"] = "Colar de Etran"
item_db[2916,"name"] = "Asa de Fada"
item_db[2917,"name"] = "Luva da Força"
item_db[2918,"name"] = "Luva da Inteligência"
item_db[2919,"name"] = "Luva da Agilidade"
item_db[2920,"name"] = "Luva da Vitalidade"
item_db[2921,"name"] = "Luva da Destreza"
item_db[2922,"name"] = "Luva da Sorte"
item_db[2923,"name"] = "Luva da Força"
item_db[2924,"name"] = "Luva da Inteligência"
item_db[2925,"name"] = "Luva da Agilidade"
item_db[2926,"name"] = "Luva da Vitalidade"
item_db[2927,"name"] = "Luva da Destreza"
item_db[2928,"name"] = "Luva da Sorte"
item_db[2935,"name"] = "Luvas de Corrida"
item_db[2936,"name"] = "Anel Revigorante"
item_db[2944,"name"] = "Anel de Proteção TE"
item_db[2945,"name"] = "Anel da Fúria TE"
item_db[2946,"name"] = "Anel do Desafio TE"
item_db[2949,"name"] = "Bracelete do Ourives"
item_db[2950,"name"] = "Anel de Rune"
item_db[2951,"name"] = "Anel de Kvasir(Azul)"
item_db[2952,"name"] = "Anel de Kvasir(Vermelho)"
item_db[2953,"name"] = "Anel de Kvasir(Verde)"
item_db[2954,"name"] = "Anel de Kvasir(Marrom)"
item_db[2956,"name"] = "Proteção dos Nibelungos"
item_db[2957,"name"] = "Anel do Vulcão"
item_db[2958,"name"] = "Anel da Vibração"
item_db[2959,"name"] = "Coleira da Fidelidade"
item_db[2961,"name"] = "Tapete Voador"
item_db[2963,"name"] = "Anel de Reforço Físico"
item_db[2964,"name"] = "Anel de Reforço Mágico"
item_db[2966,"name"] = "Anel Memorável RWC"
item_db[2967,"name"] = "Anel Memorável RWC"
item_db[2968,"name"] = "Colar Memorável RWC"
item_db[2969,"name"] = "Colar Memorável RWC"
item_db[2971,"name"] = "Relógio de Bolso"
item_db[2976,"name"] = "Lampião das Trevas"
item_db[2977,"name"] = "Coração Partido"
item_db[2978,"name"] = "Coração Bondoso"
item_db[2979,"name"] = "Morango Cristalizado"
item_db[2980,"name"] = "Luva dos Espíritos Malignos"
item_db[2981,"name"] = "Anel do Herói"
item_db[2983,"name"] = "Broche da Ganância"
item_db[2984,"name"] = "Luvas Felpudas"
item_db[2985,"name"] = "Anel Precioso"
item_db[2988,"name"] = "Anel do Novo Oz"
item_db[2989,"name"] = "Bracelete Floral de Igu"
item_db[2990,"name"] = "Pingente da Harmonia"
item_db[2991,"name"] = "Pingente do Caos"
item_db[2992,"name"] = "Pingente da Voragem"
item_db[2995,"name"] = "Peça de DES Suplementar"
item_db[2996,"name"] = "Autopeça - Exaustor"
item_db[2998,"name"] = "Bracelete Suntuoso"
item_db[4001,"name"] = "Carta Poring"
item_db[4002,"name"] = "Carta Fabre"
item_db[4003,"name"] = "Carta Pupa"
item_db[4004,"name"] = "Carta Drops"
item_db[4005,"name"] = "Carta Poring Noel"
item_db[4006,"name"] = "Carta Lunático"
item_db[4007,"name"] = "Carta Ovo de PecoPeco"
item_db[4008,"name"] = "Carta Picky"
item_db[4009,"name"] = "Carta Chonchon"
item_db[4010,"name"] = "Carta Salgueiro"
item_db[4011,"name"] = "Carta Picky com casca"
item_db[4012,"name"] = "Carta Ovo de Besouro-Ladrão"
item_db[4013,"name"] = "Carta Ovo de Andre"
item_db[4014,"name"] = "Carta Sapo de Rodda"
item_db[4015,"name"] = "Carta Condor"
item_db[4016,"name"] = "Carta Besouro-Ladrão"
item_db[4017,"name"] = "Carta Bebê Selvagem"
item_db[4018,"name"] = "Carta Larva de Andre"
item_db[4019,"name"] = "Carta Zangão"
item_db[4020,"name"] = "Carta Familiar"
item_db[4021,"name"] = "Carta Rocker"
item_db[4022,"name"] = "Carta Esporo"
item_db[4023,"name"] = "Carta Filhote de Lobo do Deserto"
item_db[4024,"name"] = "Carta Plankton"
item_db[4025,"name"] = "Carta Esqueleto"
item_db[4026,"name"] = "Carta Besouro-Ladrão Fêmea"
item_db[4027,"name"] = "Carta Kukre"
item_db[4028,"name"] = "Carta Tarou"
item_db[4029,"name"] = "Carta Lobo"
item_db[4030,"name"] = "Carta Mandrágora"
item_db[4031,"name"] = "Carta PecoPeco"
item_db[4032,"name"] = "Carta Ambernite"
item_db[4033,"name"] = "Carta Poporing"
item_db[4034,"name"] = "Carta Rabo-de-Verme"
item_db[4035,"name"] = "Carta Hidra"
item_db[4036,"name"] = "Carta Muka"
item_db[4037,"name"] = "Carta Jibóia"
item_db[4038,"name"] = "Carta Zumbi"
item_db[4039,"name"] = "Carta Percevejo"
item_db[4040,"name"] = "Carta Creamy"
item_db[4041,"name"] = "Carta Koko"
item_db[4042,"name"] = "Carta Chonchon de Aço"
item_db[4043,"name"] = "Carta Andre"
item_db[4044,"name"] = "Carta Fumacento"
item_db[4045,"name"] = "Carta Besouro-Chifre"
item_db[4046,"name"] = "Carta Martin"
item_db[4047,"name"] = "Carta Ghostring"
item_db[4048,"name"] = "Carta Esporo Venenoso"
item_db[4049,"name"] = "Carta Vadon"
item_db[4050,"name"] = "Carta Besouro-Ladrão Macho"
item_db[4051,"name"] = "Carta Yoyo"
item_db[4052,"name"] = "Carta Salgueiro Ancião"
item_db[4053,"name"] = "Carta Vitata"
item_db[4054,"name"] = "Carta Angeling"
item_db[4055,"name"] = "Carta Marina"
item_db[4056,"name"] = "Carta Poeira"
item_db[4057,"name"] = "Carta Metaller"
item_db[4058,"name"] = "Carta Sapo de Thara"
item_db[4059,"name"] = "Carta Soldado Andre"
item_db[4060,"name"] = "Carta Goblin"
item_db[4061,"name"] = "Carta Cornutus"
item_db[4062,"name"] = "Carta Anaconda"
item_db[4063,"name"] = "Carta Caramelo"
item_db[4064,"name"] = "Carta Zerom"
item_db[4065,"name"] = "Carta Kaho"
item_db[4066,"name"] = "Carta Guerreiro Orc"
item_db[4067,"name"] = "Carta Megalodon"
item_db[4068,"name"] = "Carta Escorpião"
item_db[4069,"name"] = "Carta Drainliar"
item_db[4070,"name"] = "Carta Eggyra"
item_db[4071,"name"] = "Carta Orc Zumbi"
item_db[4072,"name"] = "Carta Golem"
item_db[4073,"name"] = "Carta Esqueleto Pirata"
item_db[4074,"name"] = "Carta Pé-Grande"
item_db[4075,"name"] = "Carta Argos"
item_db[4076,"name"] = "Carta Magnólia"
item_db[4077,"name"] = "Carta Fen"
item_db[4078,"name"] = "Carta Selvagem"
item_db[4079,"name"] = "Carta Louva-a-Deus"
item_db[4080,"name"] = "Carta Flora"
item_db[4081,"name"] = "Carta Hode"
item_db[4082,"name"] = "Carta Lobo do Deserto"
item_db[4083,"name"] = "Carta Rafflesia"
item_db[4084,"name"] = "Carta Esfera Marinha"
item_db[4085,"name"] = "Carta Orc Esqueleto"
item_db[4086,"name"] = "Carta Esqueleto Soldado"
item_db[4087,"name"] = "Carta Giearth"
item_db[4088,"name"] = "Carta Frilldora"
item_db[4089,"name"] = "Carta Peixe-Espada"
item_db[4090,"name"] = "Carta Munak"
item_db[4091,"name"] = "Carta Kobold"
item_db[4092,"name"] = "Carta Esqueleto Operário"
item_db[4093,"name"] = "Carta Obeaune"
item_db[4094,"name"] = "Carta Esqueleto Arqueiro"
item_db[4095,"name"] = "Carta Marte"
item_db[4096,"name"] = "Carta Zenorc"
item_db[4097,"name"] = "Carta Matyr"
item_db[4098,"name"] = "Carta Dokebi"
item_db[4099,"name"] = "Carta Pasana"
item_db[4100,"name"] = "Carta Sohee"
item_db[4101,"name"] = "Carta Arenoso"
item_db[4102,"name"] = "Carta Sussurro"
item_db[4103,"name"] = "Carta Horong"
item_db[4104,"name"] = "Carta Réquiem"
item_db[4105,"name"] = "Carta Cavalo-Marinho"
item_db[4106,"name"] = "Carta Múmia"
item_db[4107,"name"] = "Carta Verit"
item_db[4108,"name"] = "Carta Névoa"
item_db[4109,"name"] = "Carta Jakk"
item_db[4110,"name"] = "Carta Carniçal"
item_db[4111,"name"] = "Carta Strouf"
item_db[4112,"name"] = "Carta Marduk"
item_db[4113,"name"] = "Carta Marionete"
item_db[4114,"name"] = "Carta Argiope"
item_db[4115,"name"] = "Carta Mosca Caçadora"
item_db[4116,"name"] = "Carta Ísis"
item_db[4117,"name"] = "Carta Sorrateiro"
item_db[4118,"name"] = "Carta Petite"
item_db[4119,"name"] = "Carta Bathory"
item_db[4120,"name"] = "Carta Petite Voador"
item_db[4121,"name"] = "Carta Freeoni"
item_db[4122,"name"] = "Carta Deviruchi"
item_db[4123,"name"] = "Carta Eddga"
item_db[4124,"name"] = "Carta Medusa"
item_db[4125,"name"] = "Carta Deviace"
item_db[4126,"name"] = "Carta Minorous"
item_db[4127,"name"] = "Carta Pesadelo"
item_db[4128,"name"] = "Carta Besouro-Ladrão Dourado"
item_db[4129,"name"] = "Carta Bafomé Jr."
item_db[4130,"name"] = "Carta Rei Escorpião"
item_db[4131,"name"] = "Carta Flor do Luar"
item_db[4132,"name"] = "Carta Abelha-Rainha"
item_db[4133,"name"] = "Carta Raydric"
item_db[4134,"name"] = "Carta Drácula"
item_db[4135,"name"] = "Carta Senhor dos Orcs"
item_db[4136,"name"] = "Carta Khalitzburg"
item_db[4137,"name"] = "Carta Drake"
item_db[4138,"name"] = "Carta Anubis"
item_db[4139,"name"] = "Carta Coringa"
item_db[4140,"name"] = "Carta Cavaleiro do Abismo"
item_db[4141,"name"] = "Carta Druida Maligno"
item_db[4142,"name"] = "Carta Doppelganger"
item_db[4143,"name"] = "Carta Orc Herói"
item_db[4144,"name"] = "Carta Osíris"
item_db[4145,"name"] = "Carta Belzebu"
item_db[4146,"name"] = "Carta Maya"
item_db[4147,"name"] = "Carta Bafomé"
item_db[4148,"name"] = "Carta Faraó"
item_db[4149,"name"] = "Carta Gárgula"
item_db[4150,"name"] = "Carta Bode"
item_db[4151,"name"] = "Carta Gajomart"
item_db[4152,"name"] = "Carta Pingu"
item_db[4153,"name"] = "Carta Caranguejo"
item_db[4154,"name"] = "Carta Pirralho"
item_db[4155,"name"] = "Carta Líder Goblin"
item_db[4156,"name"] = "Carta Goblin a Vapor"
item_db[4157,"name"] = "Carta Goblin Arqueiro"
item_db[4158,"name"] = "Carta Exterminador Voador"
item_db[4159,"name"] = "Carta Nove Caudas"
item_db[4160,"name"] = "Carta Zumbi Atirador"
item_db[4161,"name"] = "Carta Grand Peco"
item_db[4162,"name"] = "Carta Grizzly"
item_db[4163,"name"] = "Carta Grifo"
item_db[4164,"name"] = "Carta Gullinbursti"
item_db[4165,"name"] = "Carta Ferrão"
item_db[4166,"name"] = "Carta Pesadelo Sombrio"
item_db[4167,"name"] = "Carta Nereida"
item_db[4168,"name"] = "Carta Senhor das Trevas"
item_db[4169,"name"] = "Carta Ilusão das Trevas"
item_db[4170,"name"] = "Carta Moldura Maldita"
item_db[4171,"name"] = "Carta Sacerdote Maldito"
item_db[4172,"name"] = "Carta Papel"
item_db[4173,"name"] = "Carta Pungus"
item_db[4174,"name"] = "Carta Deviling"
item_db[4175,"name"] = "Carta Sapo Venenoso"
item_db[4176,"name"] = "Carta Dullahan"
item_db[4177,"name"] = "Carta Dríade"
item_db[4178,"name"] = "Carta Lavadeira"
item_db[4179,"name"] = "Carta Libélula"
item_db[4180,"name"] = "Carta Furador"
item_db[4181,"name"] = "Carta Mascarado"
item_db[4182,"name"] = "Carta Diabolik"
item_db[4183,"name"] = "Carta Lobo Errante"
item_db[4184,"name"] = "Carta Golem de Lava"
item_db[4185,"name"] = "Carta Rideword"
item_db[4186,"name"] = "Carta Raggler"
item_db[4187,"name"] = "Carta Raydric Arqueiro"
item_db[4188,"name"] = "Carta Leib Olmai"
item_db[4189,"name"] = "Carta Aparição"
item_db[4190,"name"] = "Carta Alma Penada"
item_db[4191,"name"] = "Carta Loli Ruri"
item_db[4192,"name"] = "Carta Giro-Goblin"
item_db[4193,"name"] = "Carta Lude"
item_db[4194,"name"] = "Carta Rybio"
item_db[4195,"name"] = "Carta Gato de Folha"
item_db[4196,"name"] = "Carta Marin"
item_db[4197,"name"] = "Carta Mastering"
item_db[4198,"name"] = "Carta Maya Macho"
item_db[4199,"name"] = "Carta Tritão"
item_db[4200,"name"] = "Carta Megalith"
item_db[4201,"name"] = "Carta Majoruros"
item_db[4202,"name"] = "Carta Mao Guai"
item_db[4203,"name"] = "Carta Dragão Mutante"
item_db[4204,"name"] = "Carta Diabinho"
item_db[4205,"name"] = "Carta Mímico"
item_db[4206,"name"] = "Carta Presente"
item_db[4207,"name"] = "Carta Mysteltainn"
item_db[4208,"name"] = "Carta Boneco de Miyabi"
item_db[4209,"name"] = "Carta Violinista"
item_db[4210,"name"] = "Carta Andarilho"
item_db[4211,"name"] = "Carta Vocal"
item_db[4212,"name"] = "Carta Bongun"
item_db[4213,"name"] = "Carta Escaravelho"
item_db[4214,"name"] = "Carta Serial Killer"
item_db[4215,"name"] = "Carta Labareda"
item_db[4216,"name"] = "Carta Sasquatch"
item_db[4217,"name"] = "Carta Pessegueira Encantada"
item_db[4218,"name"] = "Carta Succubus"
item_db[4219,"name"] = "Carta Verme Sábio"
item_db[4220,"name"] = "Carta Soldado"
item_db[4221,"name"] = "Carta Esqueleto General"
item_db[4222,"name"] = "Carta Esqueleto Prisioneiro"
item_db[4223,"name"] = "Carta Golem Estalactítico"
item_db[4224,"name"] = "Carta Talo de Verme"
item_db[4225,"name"] = "Carta Atirador de Pedras"
item_db[4226,"name"] = "Carta Sting"
item_db[4227,"name"] = "Carta Coelho"
item_db[4228,"name"] = "Carta Rochoso"
item_db[4229,"name"] = "Carta Gerente"
item_db[4230,"name"] = "Carta Shinobi"
item_db[4231,"name"] = "Carta Mi Gao"
item_db[4232,"name"] = "Carta Ermitão Selvagem"
item_db[4233,"name"] = "Carta Leopardo Filhote"
item_db[4234,"name"] = "Carta Anolian"
item_db[4235,"name"] = "Carta Cookie Natalino"
item_db[4236,"name"] = "Carta Amon-Ra"
item_db[4237,"name"] = "Carta Duque Coruja"
item_db[4238,"name"] = "Carta Barão Coruja"
item_db[4239,"name"] = "Carta Mão de Ferro"
item_db[4240,"name"] = "Carta Arclouse"
item_db[4241,"name"] = "Carta ArchAngeling"
item_db[4242,"name"] = "Carta Apocalipse"
item_db[4243,"name"] = "Carta Antonio"
item_db[4244,"name"] = "Carta Alarme"
item_db[4245,"name"] = "Carta Am Mut"
item_db[4246,"name"] = "Carta Agressor"
item_db[4247,"name"] = "Carta Estrela-do-Mar"
item_db[4248,"name"] = "Carta Múmia Anciã"
item_db[4249,"name"] = "Carta Verme Ancião"
item_db[4250,"name"] = "Carta Executor"
item_db[4251,"name"] = "Carta Ancião"
item_db[4252,"name"] = "Carta Crocodilo"
item_db[4253,"name"] = "Carta Alice"
item_db[4254,"name"] = "Carta Tirfing"
item_db[4255,"name"] = "Carta Senhora Orc"
item_db[4256,"name"] = "Carta Orc Arqueiro"
item_db[4257,"name"] = "Carta Rosa Selvagem"
item_db[4258,"name"] = "Carta Ninfa Perversa"
item_db[4259,"name"] = "Carta Golem de Madeira"
item_db[4260,"name"] = "Carta Artilheiro Wootan"
item_db[4261,"name"] = "Carta Guerreiro Wootan"
item_db[4262,"name"] = "Carta Ermitão Maligno"
item_db[4263,"name"] = "Carta Samurai Encarnado"
item_db[4264,"name"] = "Carta Xamã do Vento"
item_db[4265,"name"] = "Carta Jing Guai"
item_db[4266,"name"] = "Carta Eclipse"
item_db[4267,"name"] = "Carta Estrondo"
item_db[4268,"name"] = "Carta Injustiçado"
item_db[4269,"name"] = "Carta Inccubus"
item_db[4270,"name"] = "Carta Aranha Gigante"
item_db[4271,"name"] = "Carta Zangão Gigante"
item_db[4272,"name"] = "Carta Zhu Po Long"
item_db[4273,"name"] = "Carta Molusco"
item_db[4274,"name"] = "Carta Zumbi Mestre"
item_db[4275,"name"] = "Carta Zumbi Prisioneiro"
item_db[4276,"name"] = "Carta Senhor dos Mortos"
item_db[4277,"name"] = "Carta Jirtas"
item_db[4278,"name"] = "Carta Árvore Maldita"
item_db[4279,"name"] = "Carta Exterminador Terrestre"
item_db[4280,"name"] = "Carta Planta Carnívora"
item_db[4281,"name"] = "Carta Zipper"
item_db[4282,"name"] = "Carta Tengu"
item_db[4283,"name"] = "Carta Guardião da Floresta"
item_db[4284,"name"] = "Carta Chepet"
item_db[4285,"name"] = "Carta Choco"
item_db[4286,"name"] = "Carta Karakasa"
item_db[4287,"name"] = "Carta Kapha"
item_db[4288,"name"] = "Carta Carat"
item_db[4289,"name"] = "Carta Lagarta"
item_db[4290,"name"] = "Carta Gato de Nove Caudas"
item_db[4291,"name"] = "Carta Líder Kobold"
item_db[4292,"name"] = "Carta Kobold Arqueiro"
item_db[4293,"name"] = "Carta Cookie"
item_db[4294,"name"] = "Carta Quve"
item_db[4295,"name"] = "Carta Kraben"
item_db[4296,"name"] = "Carta Cãibra"
item_db[4297,"name"] = "Carta Soldadinho de Chumbo"
item_db[4298,"name"] = "Carta Creamy Ameaçador"
item_db[4299,"name"] = "Carta Relógio"
item_db[4300,"name"] = "Carta Quimera"
item_db[4301,"name"] = "Carta Mantis Assassino"
item_db[4302,"name"] = "Carta Tao Gunka"
item_db[4303,"name"] = "Carta Cochicho"
item_db[4304,"name"] = "Carta Tamruan"
item_db[4305,"name"] = "Carta General Tartaruga"
item_db[4306,"name"] = "Carta Sapo-Cururu"
item_db[4307,"name"] = "Carta Encouraçado"
item_db[4308,"name"] = "Carta Trilobita"
item_db[4309,"name"] = "Carta Parasita"
item_db[4310,"name"] = "Carta Panzer Goblin"
item_db[4311,"name"] = "Carta Batedor"
item_db[4312,"name"] = "Carta Foca"
item_db[4313,"name"] = "Carta Punk"
item_db[4314,"name"] = "Carta Penomena"
item_db[4315,"name"] = "Carta Peste"
item_db[4316,"name"] = "Carta Anjo Fajuto"
item_db[4317,"name"] = "Carta Yakuza"
item_db[4318,"name"] = "Carta Cavaleiro da Tempestade"
item_db[4319,"name"] = "Carta Congelador"
item_db[4320,"name"] = "Carta Cavaleiro Sanguinário"
item_db[4321,"name"] = "Carta Poltergeist"
item_db[4322,"name"] = "Carta Grand Orc"
item_db[4323,"name"] = "Carta Filhote de Hatii"
item_db[4324,"name"] = "Carta Hatii"
item_db[4325,"name"] = "Carta Harpia"
item_db[4326,"name"] = "Carta Lontra"
item_db[4327,"name"] = "Carta Borboleta Sanguinária"
item_db[4328,"name"] = "Carta Yao Jun"
item_db[4329,"name"] = "Carta Fendark"
item_db[4330,"name"] = "Carta Serpente Suprema"
item_db[4331,"name"] = "Carta Aquecedor"
item_db[4332,"name"] = "Carta Fornalha Velha"
item_db[4333,"name"] = "Carta Nuvem Venenosa"
item_db[4334,"name"] = "Carta Nuvem Tóxica"
item_db[4335,"name"] = "Carta Minérios"
item_db[4336,"name"] = "Carta Ungoliant"
item_db[4337,"name"] = "Carta Porcellio"
item_db[4338,"name"] = "Carta Obsidiana"
item_db[4339,"name"] = "Carta Mineral"
item_db[4340,"name"] = "Carta Ursinho"
item_db[4341,"name"] = "Carta Metaling"
item_db[4342,"name"] = "Carta RSX-0806"
item_db[4343,"name"] = "Carta Holden"
item_db[4344,"name"] = "Carta Anopheles"
item_db[4345,"name"] = "Carta Vento da Colina"
item_db[4346,"name"] = "Carta Egnigem Cenia"
item_db[4347,"name"] = "Carta Armeyer Dinze"
item_db[4348,"name"] = "Carta Wickebine Tres"
item_db[4349,"name"] = "Carta Errende Ebecee"
item_db[4350,"name"] = "Carta Laurell Weinder"
item_db[4351,"name"] = "Carta Kavach Icarus"
item_db[4352,"name"] = "Carta Espadachim Egnigem"
item_db[4353,"name"] = "Carta Remover"
item_db[4354,"name"] = "Carta Gemini-S58"
item_db[4355,"name"] = "Carta Gremlin"
item_db[4356,"name"] = "Carta Beholder"
item_db[4357,"name"] = "Carta Lorde Seyren"
item_db[4358,"name"] = "Carta Seyren Windsor"
item_db[4359,"name"] = "Carta Algoz Eremes"
item_db[4360,"name"] = "Carta Eremes Guile"
item_db[4361,"name"] = "Carta Mestre-ferreiro Howard"
item_db[4362,"name"] = "Carta Howard Alt-Eisen"
item_db[4363,"name"] = "Carta Sumo Sacerdotisa Margaretha"
item_db[4364,"name"] = "Carta Margaretha Sorin"
item_db[4365,"name"] = "Carta Arquimaga Kathryne"
item_db[4366,"name"] = "Carta Kathryne Keyron"
item_db[4367,"name"] = "Carta Atirador de Elite Cecil"
item_db[4368,"name"] = "Carta Cecil Damon"
item_db[4369,"name"] = "Carta Venatu"
item_db[4370,"name"] = "Carta Dimik"
item_db[4371,"name"] = "Carta Archdam"
item_db[4372,"name"] = "Carta Lady Branca"
item_db[4373,"name"] = "Carta Donzela Verde"
item_db[4374,"name"] = "Carta Vesper"
item_db[4375,"name"] = "Carta Filhote de Orc"
item_db[4376,"name"] = "Carta Lady Tanee"
item_db[4377,"name"] = "Carta Grove"
item_db[4378,"name"] = "Carta Acidus Dourado"
item_db[4379,"name"] = "Carta Acidus Azul"
item_db[4380,"name"] = "Carta Ferus Escarlate"
item_db[4381,"name"] = "Carta Ferus Verde"
item_db[4382,"name"] = "Carta Novus Dourado"
item_db[4383,"name"] = "Carta Novus Escarlate"
item_db[4384,"name"] = "Carta Hydrolancer"
item_db[4385,"name"] = "Carta Ovo de Dragão"
item_db[4386,"name"] = "Carta Detardeurus"
item_db[4387,"name"] = "Carta Mimico Antigo"
item_db[4388,"name"] = "Carta Palavra Morta"
item_db[4389,"name"] = "Carta Plasma"
item_db[4390,"name"] = "Carta Breeze"
item_db[4391,"name"] = "Carta Baronesa da Retribuição"
item_db[4392,"name"] = "Carta Dama da Guarda"
item_db[4393,"name"] = "Carta Senhora do Abrigo"
item_db[4394,"name"] = "Carta Senhora do Conforto"
item_db[4395,"name"] = "Carta Maero de Thanatos"
item_db[4396,"name"] = "Carta Odium de Thanatos"
item_db[4397,"name"] = "Carta Despero de Thanatos"
item_db[4398,"name"] = "Carta Pesar de Thanatos"
item_db[4399,"name"] = "Carta Memória de Thanatos"
item_db[4400,"name"] = "Carta Aliza"
item_db[4401,"name"] = "Carta Alicel"
item_db[4402,"name"] = "Carta Aliot"
item_db[4403,"name"] = "Carta Kiel-D-01"
item_db[4404,"name"] = "Carta Skogul"
item_db[4405,"name"] = "Carta Frus"
item_db[4406,"name"] = "Carta Skeggiold"
item_db[4407,"name"] = "Carta Valkyrie Randgris"
item_db[4408,"name"] = "Carta Pesar Noturno"
item_db[4409,"name"] = "Carta Agav"
item_db[4410,"name"] = "Carta Echio"
item_db[4411,"name"] = "Carta Vanberk"
item_db[4412,"name"] = "Carta Isilla"
item_db[4413,"name"] = "Carta Hodremlin"
item_db[4414,"name"] = "Carta Rastreador"
item_db[4415,"name"] = "Carta Yeti"
item_db[4416,"name"] = "Carta Siroma"
item_db[4417,"name"] = "Carta Titã de Gelo"
item_db[4418,"name"] = "Carta Gazeti"
item_db[4419,"name"] = "Carta Ktullanux"
item_db[4420,"name"] = "Carta Muscipular"
item_db[4421,"name"] = "Carta Drosera"
item_db[4422,"name"] = "Carta Roween"
item_db[4423,"name"] = "Carta Galion"
item_db[4424,"name"] = "Carta Stapo"
item_db[4425,"name"] = "Carta Atroce"
item_db[4426,"name"] = "Carta Byorgue"
item_db[4427,"name"] = "Carta Espadachim Guardião"
item_db[4428,"name"] = "Carta Arqueiro Guardião"
item_db[4429,"name"] = "Carta Salamandra"
item_db[4430,"name"] = "Carta Ifrit"
item_db[4431,"name"] = "Carta Kasa"
item_db[4432,"name"] = "Carta Magmaring"
item_db[4433,"name"] = "Carta Imp"
item_db[4434,"name"] = "Carta Golpeador"
item_db[4435,"name"] = "Carta Massacre"
item_db[4436,"name"] = "Carta Zumbi Dilacerado"
item_db[4437,"name"] = "Carta Cão Infernal"
item_db[4438,"name"] = "Carta Banshee"
item_db[4439,"name"] = "Carta Crânio Flamejante"
item_db[4440,"name"] = "Carta Necromante"
item_db[4441,"name"] = "Carta Bispo Decadente"
item_db[4442,"name"] = "Carta Tatacho"
item_db[4443,"name"] = "Carta Elemental da Água"
item_db[4444,"name"] = "Carta Draco"
item_db[4445,"name"] = "Carta Vespa Vagalume"
item_db[4446,"name"] = "Carta Esqueleto Imortal"
item_db[4447,"name"] = "Carta Centopéia"
item_db[4448,"name"] = "Carta Cornus"
item_db[4449,"name"] = "Carta Sombra Obscura"
item_db[4450,"name"] = "Carta Banshee Master"
item_db[4451,"name"] = "Carta Entweihen Crothen"
item_db[4452,"name"] = "Carta Larva de Centopéia"
item_db[4453,"name"] = "Carta Leão da Montanha"
item_db[4454,"name"] = "Carta da Falquíria"
item_db[4455,"name"] = "Carta da Falquíria"
item_db[4456,"name"] = "Carta Sombra do Guardião"
item_db[4457,"name"] = "Carta Naght Sieger"
item_db[4458,"name"] = "Carta Duneyrr"
item_db[4459,"name"] = "Carta Rata"
item_db[4460,"name"] = "Carta Rhyncho"
item_db[4461,"name"] = "Carta Phylla"
item_db[4462,"name"] = "Carta Mamute Rochoso"
item_db[4463,"name"] = "Carta Leão de Vinhas"
item_db[4464,"name"] = "Carta Aunoe"
item_db[4465,"name"] = "Carta Fanat"
item_db[4466,"name"] = "Carta Mestre Beholder"
item_db[4467,"name"] = "Carta Heavy Metaling"
item_db[4468,"name"] = "Carta Pinguicula Sombria"
item_db[4469,"name"] = "Carta Naga"
item_db[4470,"name"] = "Carta Nepenthes"
item_db[4471,"name"] = "Carta Ovo de Draco"
item_db[4472,"name"] = "Carta Golem de Bradium"
item_db[4473,"name"] = "Carta Árvore Anciã"
item_db[4474,"name"] = "Carta Zakudam"
item_db[4475,"name"] = "Carta Cobalto"
item_db[4476,"name"] = "Carta Pinguicula"
item_db[4477,"name"] = "Carta Apocalipse Infernal"
item_db[4478,"name"] = "Carta Falquíria"
item_db[4479,"name"] = "Carta Falquíria"
item_db[4480,"name"] = "Carta Kiel Selada"
item_db[4481,"name"] = "Carta Ktullanux Selada"
item_db[4482,"name"] = "Carta Egnigem Cenia Selada"
item_db[4483,"name"] = "Carta Dracula Selada"
